id,emi_bert
cedxiun,0.2154771168561184
cdpixwq,-0.09427104217760618
cdt2q3v,0.052202097095938205
cdv9p6v,-0.08613882044296482
cdwmywp,0.03593826268303113
cdzzar2,-0.02415477524342058
cdzzxsq,1.0918307019605764
ce053vt,-0.07225326570891089
ce158md,-0.2597068675422764
ce11guy,-0.40094473726086244
ce1tkrl,0.1828633771652081
ce27jnh,-0.23120792134691442
ce1p3km,0.22278816721325156
ce3z5da,0.10782380037358252
ce3uib7,-0.059701978347548146
ce5xvlx,-0.10134091978535675
ce8445i,0.13333069416093446
ce9pl6s,-0.718803061196054
ceb0a5l,-0.17311699764587718
ceewoqj,0.19706066761021002
cefctlo,-0.1867838683071732
cegl21s,0.01481195914350697
ceibqos,-0.019942266132664255
cehxxqw,0.1300383716711806
cejbhd9,0.05345515115161553
cejg801,0.1748820244108117
cejm1kz,0.07822984038036251
cejvh5d,-0.06580622338300507
celm5qp,-0.18388535127452532
celhwdi,0.04625653858935708
celt1ke,0.5304269737110547
cemjvn9,-0.1870657668134167
centuy2,0.2008874824358141
cer7mu3,-0.38559410764621127
cet1wis,0.08980188673239242
ceukgrk,-0.2800200583709781
cew4qif,0.2793883317319039
cf1r4zl,0.26119622398433945
cf3c1ex,0.06419654492734062
cf3j19q,-0.02644795434670677
cf3pawf,-0.1876541566036622
cf560in,-0.20170125732126942
cf5rbrc,-0.11128184846965597
cf6msrv,-0.07708347141800156
cf72mf7,-1.0251551312389613
cf9hdo4,0.7731659197418874
cf9o7m6,0.4222457425746289
cfbsime,0.029963676706426495
cfc740c,0.2792805398230582
cfczb4a,-0.31694312714562106
cfd16f5,-0.3706368919038391
cfd7q2n,-0.7035944521184917
cfdbikj,-0.2026477136167386
cfgsqkh,0.2100906782188574
cffxqox,-0.39022946388706126
cferem9,0.35135380071104366
cfes950,0.6177375950226063
cfeslm2,0.2111650341332317
cfewkk4,-0.06604994936476527
cfezftr,0.04642498151497024
cff48yb,-0.27502560436386486
cff6o0l,-0.07992041164404973
cfertxg,-0.11062297570193058
cfeu6ko,-0.06684704101028305
cfeuo9h,0.2524069253903487
cffozf5,-0.2283278739219634
cffi33p,0.4643358959844146
cffovtj,-0.13652543333806677
cfg9ix7,0.025980823794572824
cfhc4fd,-0.862427026375676
cfk8anb,0.1531447270046853
cfmv5g1,0.11749574742795688
cfmvsmg,0.4180989194579908
cfn6m5e,0.11028912495754051
cfnhqu7,0.4018385589472969
cfsksto,-0.6868102143765251
cg0rezd,0.03827695852501134
cg1k6za,-0.7205279750053952
cg3lfew,0.11603371070276505
cg4pgnh,-0.25044089279774406
cg7cism,0.1829070194269829
cg8go0i,0.6361064265900103
cg8y0xe,0.006866989323717654
cgalb5r,-0.6055373507405849
cgaq4rf,-0.062240722343692156
cgaid7q,0.10340781861760184
cgah503,0.29020893094742073
cge9x02,0.388590197930535
cghsmzm,0.20883101750953567
cgiew76,-0.4434941592919799
cgmvd3n,0.36542980529909164
cgpxvxn,-0.6742442901187393
cgq6cim,0.018022062831346664
ch26hwf,0.36409931006817087
cgrlfym,0.5730067892110156
cgsjoqy,0.03264012080968837
cguay8k,0.11600534506266724
cgy6qxs,-0.2616447365630381
ch05fyj,-0.44811171754465373
ch187sk,-0.4965575983145208
ch11ltl,-0.2302040686787992
ch11tqa,-0.10958593288482699
ch14hto,0.33829872178650566
ch1cwss,0.14428299230769603
ch4ffn6,-0.40914338068807443
ch55ami,0.06393966071604062
ch6n4wy,-0.1288512038752787
ch5shhi,0.049381883785496926
ch5ua0g,0.3751039317083794
chc34bk,0.14758217499415724
chc0s8j,0.1403833613222858
cheqmfs,-0.08944414982649829
chf3nj1,0.04749793062244745
chfrlxd,-0.09615840380507606
chge76n,-0.13583181076118683
chg5uei,0.31277284326137833
chg7oi6,0.6643375324172203
chic9sx,0.1072469957647878
chidc56,-0.2904684807012644
chl13e3,-0.12629313550617982
chl23lm,-0.4387014558772261
chl3zsx,-0.3156542537747643
chpap34,0.12971744822387088
chpgj3c,-0.31027600548459655
chphkci,0.10463137457586769
chpaior,0.3926866058907703
chpsorf,0.36205807513604027
chs2x1k,-0.19873628204870003
cht92ts,-0.404294131789026
chv1j3k,-0.19175910335286783
chv9tpv,0.08906395343403431
chwikpr,-0.3854355647511652
chx25o0,-0.046394260546076094
chxclb1,-0.39908671115448635
chzae58,-0.1275821699160432
chz2mfn,-1.1662581576257962
chzw3i9,-0.719914445385736
ci128mo,0.1759436324583692
ci1bzxk,0.22399817105309683
ci198i6,-0.4057264117604099
ci1bocl,0.11109300645657028
ci1wt2k,-0.04284281511683086
ci1l6us,0.0773662164470259
ci1n27k,0.16147040169327193
ci1q17b,-0.21974641049464938
ci1s0by,0.5973669826019422
ci1ya9u,0.12856135247101141
ci4kmjf,-0.19579192244117483
ci4oh8u,0.23694167470126326
ci5lrhn,0.5766079813683841
ci6arvj,0.3849573808250203
cie1l87,-0.4669188835565092
cigfspf,0.21002124339192021
ciklvre,0.07955892887019256
cim5iwm,-0.10927700470176693
cin1emo,-0.4088599396119669
cimygbk,-0.015446327869723886
cirl0lx,0.15681328605895173
cis30db,-0.03751597150888397
citngq3,0.6040884839008602
ciyaw3a,0.4869891951053954
ciyb5o2,0.4623263007662234
ciyhfog,0.4670312894934504
ciyhjc0,0.280896910905664
ciykyvf,0.04078276909798051
ciym3bm,-0.025603400292653622
ciynawl,-0.12513401683910857
ciyniqa,0.44425555021329005
ciye2j3,0.24779021564996617
ciya3z5,0.05352497784331356
cj2tp9g,0.05246487118044711
cj504nv,-0.5873870484431406
cj5odyn,-0.00321054774152596
cj6phs0,0.042079192743728844
cj6v98j,-0.02108530214194316
cj6i11a,-0.2825427658175875
cj7ub9b,0.2804694820026865
cjdzlba,0.3490659215374853
cjkax3z,-0.0742680407668952
cjkabk2,0.2461445886886222
cjofhq1,-0.146511702223176
cjsqy6x,0.10490449893500298
cjx76jl,0.3423133146152393
cjxd1z1,-0.22028298520069423
cjx6qqi,-0.027516603843347753
cjz5nea,-0.22059781301146986
ck1u656,0.049956425652148306
ck1xrva,0.2696607720386483
ck3zclt,0.2916081054237343
ck3p3gw,0.20793504108075148
ck507ca,-0.05784764557703714
ck834st,-0.07076922419133536
ck8e3wp,-0.8754436661691649
ckb6trv,-0.6082866789883767
ckb9ewo,0.013627964810862425
ckclw77,0.2692654593045948
ckdwbcq,-0.830376095734023
cklhbg1,-0.11367908191992437
ckleg6q,-0.12991881917022685
cko7y7c,0.7506898723370479
ckuxewm,0.00016185973832849587
ckw9c66,-0.6325192786017819
ckxwc3w,-0.15877808521063252
cl1bzx2,-0.1964749558823431
cl1g5bo,0.278613880902664
cl219lx,0.3292464369438012
cl8n7zh,0.0951724151733051
clb0qud,-0.3236017599294148
cleo2ja,-0.2730748397633782
clfv0qw,-0.532121433705325
clgejwa,0.010352236558875363
clie9ml,-0.2082874999539281
cllhkzw,-0.07173967598755548
clm1zud,-0.08676415453051955
cllx6ty,-0.42508136880874614
cltaoxd,-0.1837234418121816
clz98yi,0.05196169650257154
cm1h17o,0.4507492338328749
cm4z7pz,0.08666645348852808
cm92k8i,0.6613261560202588
cmazoch,0.4651873473301562
cmb421b,0.2665088999706513
cmb5fuv,0.2996997341107497
cmb9noa,0.4431883128344225
cmbads8,-0.5232982940990631
cmg0mdi,0.09660973989591182
cmgmfh1,0.1173000453431779
cmguq87,0.2988983287667891
cmisinz,-0.1436668658027057
cmktlyx,0.4833135985063962
cmk3yl0,0.2479553275576939
cmkej0k,0.32901389578711737
cmmad46,-0.3469106442937048
cmlhttn,-0.44333527511103277
cmlm4ok,0.2456110084743085
cmlp8kd,-0.025222562462149378
cmlpxq6,-0.03227075978495231
cmlq0g9,-0.03512021601383708
cmlqwgq,-0.2845019714412026
cmm49yp,0.2710431593294578
cmmtejp,0.02378412218571052
cmmts3k,0.1183457040506311
cmmvo54,0.6840478462995216
cmmzklz,-0.36393546037938007
cmmzrya,-0.800503783367257
cmn1uqd,0.21841568251217147
cmnbtji,0.3326570611934423
cmt2zhr,0.006745853062954027
cmt4pae,0.3826589066594577
cmtja86,-0.3989856932802164
cmtlcel,0.047378122889985885
cmtlkdm,0.07125632052330744
cmt187w,0.4501806307377203
cmt1ue6,0.068306525629197
cmt24y9,0.5603284794306348
cmt7mwp,-0.2133922424472141
cmtapv6,0.2895150139227227
cmt64fi,-0.3821099257157274
cmw6y9z,0.056475472280662964
cmwjbqu,-1.3517658025736923
cmwm36n,-0.07955888490082108
cmyuc5e,0.31804223928970626
cn2kwje,0.4709151651262711
cn4s0pa,0.13033358989027052
cn6d1vy,-0.19817446642659897
cn6d3oc,-0.34166900951736606
cn6ula5,0.13830973006123948
cn7ddcm,0.07384327304218075
cn7fe3q,0.2115482704627873
cn7glks,0.21986233800873656
cn7s5xo,0.05674275686112895
cnbfdhq,0.07457047727677524
cnbuqp2,0.29543267854205046
cnbvx91,-0.01546603556104531
cnbye5t,0.35711331814304476
cnbzkdf,0.6180232872585488
cnc0119,0.17337086294627513
cnc0vr1,0.47186778865802115
cnc67fa,0.15567370719866347
cnc6wvc,-0.17082216987359194
cnc82bb,-0.02277990735708002
cngxaaf,-0.1767228899661375
cncpd9i,0.07939194950993134
cndi1du,0.48724864928479905
cndkrwp,-0.1657170234341478
cnhf072,-0.6170712510575698
cnhix1v,-0.35430071135189656
cnhlh58,0.5063525596491079
cni0uk2,0.2489832918657392
cnj7f4x,-0.7344189570045366
cnmp84u,-0.30430662660518
cnp8eqz,0.05962465331962985
cnsgku1,0.279553866897556
cnv2sdz,0.3030605606385157
cnvnb73,-0.3030879250275186
co4gwx7,0.19379130198065364
co46a8t,0.00023033373039166305
co644r3,0.03030267400407849
co6d6of,0.3619069724394113
co6lxil,0.04017760265259662
co9mhht,-0.04278079440577853
coc1dwc,-0.004495864439837849
coaxicf,0.007816197765194377
cobiaa3,-0.5071364035744367
cofyi7c,0.21246526851900077
cof0edz,0.45666388413665615
cog8oyc,0.5403673545695485
cogmrqb,0.3859031967887174
coh7qxa,-0.04482092260672954
coj705k,-0.42150884527649135
cola54z,-0.4928236220383792
coq2zik,0.19620538293995374
coq3z1s,0.031874275740682856
cou3hfi,-0.11505611188683144
cotnvaa,-0.09841679554278537
covqh9n,-0.3971478116963578
covveb8,0.31607134999597386
covwrpc,0.31607134999597386
covxm3k,-0.05551791650289184
cow22wc,0.022751811545715928
coxfi8a,-0.8834790768237374
coxgd59,0.13975946897139457
coxicor,-0.027663331301437055
coxncqe,0.044482415474216566
coxoedg,-0.10735938013151297
coxpby5,-0.01881794236229606
coxpqxm,-0.04999614299819871
coxtbk5,0.25293789793075944
coxyvnz,-0.2547721890136772
coy26pe,-0.017473573114276997
cp24oq7,-0.3880457912402848
cp8ebv6,-0.721940299338526
cpgdeqn,0.6079668542769416
cpi84uu,0.18946642111991438
cpi9a3c,0.11813920653482379
cpnhv36,0.1063038293538115
cpoc4gh,0.1321391856706405
cpoiqmf,0.12804432979872526
cpz5d2r,-0.10430154189613938
cptj47e,0.825137455353952
cpui3c9,-0.22794286380416517
cpu2ln1,-0.005186011273580593
cpwc0if,-0.15790905971007874
cpx1syl,0.23512757560862887
cpx65lf,0.2524685967010077
cpwywrr,0.570397526046488
cpzpl70,0.1606658344099382
cq1a5ku,0.04250632193098319
cq2yw3y,0.25181508735728475
cq3orcz,-0.23370962091103098
cq44ddk,-0.24142074478934017
cq448hc,-0.3696015484122576
cqam8e9,-0.3713494161139137
cqapz25,0.006202522807330801
cqe2jz2,-0.16061109656525285
cqkpgqd,0.35943833416409804
cqpfkfr,0.23659592375325095
cqpz4n1,0.3433293373268649
cqq070z,0.5248112553327726
cqq96je,0.004938295584475838
cqtcevq,-0.03631834276059254
cqultut,-0.24147839937887847
cqyuz9f,-0.7816089022727877
cr48jej,0.3912751759241094
cr5l3aa,0.21543715008676062
cr60dj2,0.2674763339004617
cr5h1pm,-0.7136687586465484
cr63vuo,-0.1436770008886099
cr68vio,0.16661361954786302
cr78xz4,0.1422974770990778
cr9ujnv,0.22786568005470875
cr9umrq,-0.10968631688074759
cras6pg,-0.2844501565544361
crdy9wq,0.36366671449626375
crh9gvr,-0.4231760269293813
crhtamj,-0.20369930057918706
crix9t2,-0.15316647530045613
crp6yhi,0.11379287993605702
crpnj1e,-0.3038369908264155
c0e67wo,-0.3002100335294767
c0h8svu,0.44721698562096046
c0i0clv,0.7116983129943739
c0ossyi,-0.8243254763611333
c0qz0zf,0.18083055336968118
c0tyhvc,-0.04459805431507774
c0vqn41,0.41643044047587585
c0x5wh8,-0.13755932897682802
c0ymwp8,-0.528881984155727
c0z4nwb,0.10335880483821785
c10q31o,0.023244449156288483
c11i480,0.2403966550910862
c11imeu,-0.01954964031644174
c11k3yi,0.15799865792070755
c11m2xb,0.11035339935880636
c127la0,0.027918448434028353
c127soj,0.13815765243145595
c129qs8,0.05659527012830867
c12fjbm,-0.8029167533807393
c14zt3e,0.5802459025445055
c19t4fp,-0.15722700544322227
c1ap1st,-0.09233555846345531
c1bvdxx,0.30722263717872145
c1cm1i8,0.0537472445223649
c1dzs12,-0.17387743317335036
c1i5unr,0.4527625844523145
c1i71zs,0.08510784846855635
c1kfx3n,0.1847472498623508
c1od9ym,0.017694280275765417
c1od3su,0.0769594708767537
c1p674b,-0.09060420102254335
c1p71f2,-0.20361602686484354
c1squtw,0.1710077034945393
c1ubuuu,0.40025445591429115
c1wklki,-0.34413234389484015
c1wq00c,0.6843434609082749
c1wsu5w,0.20890771683397302
c1wvff1,0.6295816073349346
c1zu0pq,0.4085855417257055
c1zsz08,0.23248412884601288
c20gcrt,0.5019262315380799
c21riuu,-0.1933911361871502
c21r54m,0.30786642522905483
c27rm18,0.7091901147377345
c28mady,0.6420054918087968
c28mff8,0.09993252845287165
c28opc6,-0.021820617996129
c2dwg42,-0.6090571171295293
c2e19ub,0.08658326627733211
c2dx67b,0.6506954134402421
c2esn5p,0.009988659220896867
c2f3dxi,-0.047871840121951115
c2kwy9u,-0.22230470531659852
c2lqsa8,0.3175852270385133
c2ltthj,-0.06198635861332091
c2lw7c8,0.0793608113666966
c2lyjzl,0.2998884778885919
c2qzmys,0.43452667025523917
c2sgcqt,-0.5238747877047093
c2tjlym,0.3276710328247037
c2wtibg,-0.2855671991489386
c2wmnii,0.4567667418922745
c2xynhv,-0.3476504059288842
c2z1am7,0.09865852455684232
c2zh14t,0.07534605411481671
c2zoh6x,0.06802863455756436
c30cz0i,0.12291560704008597
c34840z,0.31744517484537393
c39wjd0,-0.26581286799438963
c3bljcc,0.5594859773337518
c3dj3lx,0.22090103912781567
c3dxdl7,-0.04653769545008157
c3dxmkc,0.07084247741459275
c3dyg3m,0.17163607987542195
c3dzos9,0.07866640133297509
c3e02dz,-0.05984562315511566
c3e0rro,0.189237345467076
c3ez1ir,-0.09467339066322777
c3f1ju8,0.17901619371395827
c3ftkqs,-0.040160757612927256
c3fored,0.47963717749367285
c3gaxhj,0.10861023004358311
c3g9rgf,-0.06975938304618268
c3g3qzm,-0.1685290530819632
c3hwlkl,-0.14740078188789102
c3hmkds,0.025643035190460628
c3mwgxu,0.12826222615140193
c3rjc85,0.22768574830075594
c3rk1ql,0.35843315389147334
c3rxhxi,-0.20776966656450405
c3v67q8,-0.4363570869514757
c3vyb2r,0.3635555697660793
c3wrgwm,0.40364323321463413
c3wmswn,0.5629132872103613
c3yi58r,-0.9512703009905177
c3yilvi,0.051578708206601265
c3yis8z,-0.5090124697869045
c3yqcsd,-0.2550615186724481
c40psgm,0.9106483189911819
c419zmo,0.2535201458882018
c44ypx2,-0.10105437594295934
c47k0p8,-0.25838860495958527
c47lxyb,-0.5632819426249343
c4aji8c,-0.08360890272442084
c4alz89,0.20226278380014073
c4axwlc,0.2162640437982352
c4cgh4t,0.04096344660465434
c4d1aux,-0.9064860690634915
c4hjpik,0.049792504052206255
c4j2sre,0.7420849504378149
c4l05xi,0.28813689791781405
c4l5we7,0.45819917158511125
c4nobzb,-0.45853909031352114
c4s38g0,0.3971250301005191
c530t1i,-0.008786340986258856
c52tr7q,-0.33544749398018114
c54nzpc,-0.5752455677291806
c56q240,-0.38102102187646636
c56yd2c,0.34965024289234414
c59w8zl,0.05180350078528653
c5ehye7,-0.48908660560895095
c5eh9w1,-0.5391230115083923
c5cst7d,-0.7037739321783603
c5g47f7,-0.3716348775154603
c5fwrvt,-0.1247401534070873
c5g85ao,-0.05851021102815179
c5h04j2,-0.04290681701586885
c5jo0eu,-0.016183486834819072
c5o8cyk,0.20803406038312566
c5u5499,-0.44951222220745035
c5u4d8j,-0.0035923720189302566
c5u9oi4,0.23612698120729558
c5ukmov,0.1348499423495868
c60t5vw,-0.003709236303308966
c64pug6,0.045566586337338455
c64qkxy,0.08410017844326972
c6619gy,0.04401114084312677
c669434,-0.8339266982673939
c66xzr2,-0.20690006863633637
c67bpqp,0.2721381828107369
c68n0b2,-0.14475761728593994
c69h3o3,-0.0016186062929242628
c6a73dg,0.3386008063818009
c6bls82,-0.6205456066710391
c6dfkkc,-0.21657852614282574
c6dfmj7,-0.030026425377463806
c6div6x,-0.32093825065463266
c6dj67j,-0.6829796504173226
c6dl134,-0.029783831414445183
c6ec5dl,-0.020013810011996647
c6ej4ve,-0.06780358657831842
c6eypl8,-0.6719778664629729
c6hehl0,0.45292979444368126
c6j681j,0.1268625193386892
c6n6g87,-0.03288626126240052
c6n8xgi,-0.0971984972729037
c6qgqbd,0.35325466194580835
c6rkjur,-0.008564727423580498
c6x1lv7,0.9809710140617404
c70hxv0,0.34925474420406344
c71cxvi,0.31822267959494444
c71hjzq,-0.38429048232365937
c71htch,-0.4413514416372517
c71obay,0.4745771510699306
c71arl6,0.1199531170537893
c740mgb,0.2742691225712718
c74drk0,0.2506111910462568
c74sh63,0.3757961983762427
c74xb4c,0.3772489054166632
c75dgh8,0.24900959891078717
c78cb64,0.420829199363576
c79ft67,0.6054007896798106
c7fg949,-0.13065351700612388
c7f9imd,-0.11327892143625845
c7jfe8o,-0.1288531246761555
c7k3a1l,-0.1940874149848985
c7lufem,-0.08309265132882765
c7mw47p,0.2081531360261617
c7nkybv,0.13343203804810022
c7o6h1w,-0.20628122299157436
c7oc3fg,0.2292326183402006
c7oddhx,0.7054031583996301
c7owydf,0.43262183011822275
c7o5zzq,0.6496957802500011
c7ppzzt,-0.15955936866531828
c7smsbq,-0.07999798084650067
c7tonnm,0.41626214472741085
c7w84hq,-0.7309545959911917
c7xk13k,-0.207196697736171
c7xkp5u,-0.08293400842774858
c7xktf4,-1.0708097228154074
c7xm6w7,0.1658972051423937
c7xq914,0.5949558673579491
c7xr2vd,-0.6050501923203102
c7xztvb,-0.7391424578420386
c7yj2f5,0.0146329129758902
c7zv7z6,0.32640865706363
c81kyrg,-0.1712897707830967
c82algi,0.19829237653689938
c825l9p,0.23377252415540933
c83q3ls,0.32738590781431737
c83syvb,-0.3023649746695601
c84az9d,0.24472619409929885
c87qzhi,0.3207630741712613
c897083,-0.08638332724875353
c8b7fxo,0.6159942446119441
c8c4uy2,0.14878977037088525
c8csf5b,-0.17583896265126286
c8d5vg7,-0.3482769635023475
c8ecn4d,0.05162712847676204
c8e169y,0.31756706769083043
c8fqchx,0.16309028731156835
c8hwp0y,-0.04167045312873785
c8iifx6,-0.08004050883153892
c8iyp8y,0.22222014614172994
c8jrcri,0.2756724507234938
c8nvh2a,0.12117993819980055
c8nstbr,-0.2892188919520797
c8ntppm,-0.06894627933319475
c8nv4uc,-0.08770172616640254
c8nxgu3,-0.24962188498601356
c8nunay,-0.09764197291374055
c8sqdxp,-0.35393050700753237
c93gwz4,-0.20532177611204167
c8zagzc,-0.24902841603303694
c900ls1,0.36182216320294613
c90d80v,-0.14414427513024697
c90bvmq,0.14299813789963156
c92qxnc,0.16317221075616278
c978nee,-0.29043081644323987
c99ickq,-0.5980463129507327
c99ze50,-0.6044391557302112
c9hhxqy,0.19950490752572458
c9jgbva,0.3788428213606073
c9jmxaa,0.1816376774945393
c9k7p8y,0.301928344884789
c9kbly5,0.4024602233838394
c9kum26,0.36528594166356854
c9lpsvn,0.2440396271566616
c9nkatj,-0.08733423824230128
c9o8qms,0.3250130998780719
c9qlnux,0.1764752405029406
c9r03bf,0.3244895725787836
c9r321l,0.04982639138901557
c9rd9cn,-0.4136961879176001
c9rfhxk,0.07005446937772863
c9rryqb,0.019087890011554975
c9sal5l,-0.29234556979816384
c9vvmzn,-0.17485956842156503
c9z59h0,0.8575435667124367
ca1emug,-0.9947030314089182
ca3wgy3,0.11505392618020364
ca3uo2w,0.9649756728529453
ca5l4xz,-0.49130395136395943
ca9paft,0.31371466240779255
cadb4ak,0.013027670672410618
caefnzx,-0.3440496023003655
cadua0t,-1.1349458328789948
cadwryz,-0.01755866155168395
cagb91a,-0.0878253419897827
cagbdv8,0.2517629182462545
cagdxoe,-0.823039579009072
cagh2fk,0.10076573651405035
cbey3ov,-0.2710771341005538
cagvp17,-0.3518469192581461
cai6n56,0.1022993626465683
caj12u6,-0.1534609590097069
cajvfxm,0.006910340169331536
cakg141,0.4524354157142296
camianl,0.44290298560496644
camznuc,-0.039772849758038964
caqrtk6,-0.10741082552792913
caqy9ek,0.20983139751222146
car59n0,0.05464817472078698
car8rdi,0.4428518279356449
caqsur5,0.2864874073031205
carc60o,0.0013348850456074146
carp0c0,0.1563130759709883
caueopn,-0.7191862287933701
caw4d6w,0.1426104119924161
cavgrb0,0.11935434787487953
cavrn6m,-0.2989315088638196
caxbsl3,-0.11420847188770655
caxdnwe,0.14444611283041675
cayefvk,0.20579068007452211
cb0nixz,-0.27609994294860235
cb4ujrb,-0.1860146380343245
cb50r99,-0.5970930600323795
cb5e4j0,0.35505311870638234
cb69n97,-0.1508595755695077
cb7cqlo,-0.2924828599914796
cb94pw1,0.36306409592175415
cbbjvpj,0.08686853988205379
cbbkkdn,0.4292091192959614
cbc7sxl,-0.5650309571933426
cbe26wr,0.0721911457538656
cbfycd1,0.356136249135665
cbnh9i1,-0.6965501305511955
cbp7eu7,0.3276069107594057
cbpxj2g,0.4812694224998886
cbqjfi3,-0.016428268247542066
cbrwg46,-0.07051103862868824
ccc8rxo,0.20500796229377638
cbtsoid,-0.3411357971959158
cbuczcr,-0.3500681865351505
cbuy6qn,-0.34272599687618743
cbv0eht,-0.014274053523460006
cbyll89,-0.18716037395173374
cc16w8g,0.060348035024945956
cc3g8sf,0.36151510452033386
cc681ze,0.09085487419335103
cc6ge9e,-0.07719000211925287
cc6xgw3,0.21584168014345936
cc6z2yn,0.17436150344162116
cc769oi,-0.21836023782789893
cc6tbfc,0.10649462402676296
cc6tlrh,0.22477541945857948
cc6twcr,0.023797701284079875
cc6ut4a,0.1101562197766408
cc6vmqx,0.2565530875473429
cc7d1aa,0.005389082954507074
ccccq26,0.5787359372151836
ccbkm1j,0.5462734716463538
cccocnd,-0.8931281838594806
cclg12x,-0.25474746830821604
ccluyf6,-0.1911557271949025
ccmvoho,-0.6990112673049937
ccnisf8,-0.18011693086148295
ccpybqo,-0.006081280697396774
ccqnjz1,0.13074798803068083
ccu09at,0.3915941741817519
ccw5efa,-0.0363023864919606
ccw2bmw,0.6908180362756574
ccw085j,-0.21289743839128866
ccx3vwa,0.11490943710247009
ccxrbob,-0.4813840444535301
cd0qy3m,0.0015909963656719484
cd17itt,0.4043320856634185
